,edit_count,sentiment,neg_sentiment
2013-02-27,8.533333333333333,-0.24223224324750334,0.5465102870985225
2013-02-28,8.533333333333333,-0.2500586761041498,0.5495405901288255
2013-03-01,8.466666666666667,-0.2497311671247763,0.5495405901288255
2013-03-02,8.4,-0.2538194960690885,0.5495405901288255
2013-03-03,9.066666666666666,-0.26569288316740086,0.5728739234621588
2013-03-04,9.266666666666667,-0.287878821393253,0.6006517012399365
2013-03-05,9.466666666666667,-0.3350054699328416,0.6244612250494603
2013-03-06,9.4,-0.3348142423378302,0.6077945583827937
2013-03-07,11.5,-0.3332111477587794,0.6231384737267089
2013-03-08,12.066666666666666,-0.3384519360582568,0.6256005949388302
2013-03-09,12.633333333333333,-0.3308302221114095,0.6373653008211833
2013-03-10,11.1,-0.3247127077624624,0.6348011982570807
2013-03-11,9.833333333333334,-0.30611262233961417,0.6241951376510201
2013-03-12,11.366666666666667,-0.3215462974767332,0.6488328188104404
2013-03-13,11.033333333333333,-0.3536963786079266,0.6643883743659958
2013-03-14,11.066666666666666,-0.33067378216920074,0.6510550410326625
2013-03-15,10.6,-0.3545756474280137,0.6656383743659958
2013-03-16,10.566666666666666,-0.3857482289417364,0.6656383743659958
2013-03-17,10.333333333333334,-0.35824862397151963,0.6531383743659959
2013-03-18,9.966666666666667,-0.38448416065847746,0.6669478981755197
2013-03-19,11.033333333333333,-0.38977542780721847,0.6714656026932242
2013-03-20,11.166666666666666,-0.359030779959937,0.6570211582487797
2013-03-21,10.933333333333334,-0.3477600434222093,0.6515309621703483
2013-03-22,11.766666666666667,-0.31721592082715583,0.6361463467857329
2013-03-23,12.266666666666667,-0.27561753048635074,0.6144796801190663
2013-03-24,12.2,-0.30259290818509016,0.6303130134523997
2013-03-25,12.5,-0.2770330202990428,0.6169796801190663
2013-03-26,13.6,-0.3033181187384441,0.6282409413803276
2013-03-27,13.866666666666667,-0.2987900423036974,0.624651197790584
2013-03-28,14.3,-0.2746421829460451,0.612746435885822
2013-03-29,14.466666666666667,-0.24846610581858847,0.593698816838203
2013-03-30,14.2,-0.27677433736019313,0.6088503319897182
2013-03-31,14.566666666666666,-0.25474433829611853,0.5949614431008292
2013-04-01,16.6,-0.22133949640521947,0.5772195076169583
2013-04-02,16.033333333333335,-0.19760344124300158,0.564997285394736
2013-04-03,16.166666666666668,-0.19430797964132038,0.5638861742836251
2013-04-04,16.066666666666666,-0.1837227379120155,0.5567433171407679
2013-04-05,16.366666666666667,-0.2147075118127893,0.5900766504741012
2013-04-06,14.366666666666667,-0.21079449255428007,0.5858438462412969
2013-04-07,14.666666666666666,-0.20940451656009976,0.5844729948704456
2013-04-08,14.433333333333334,-0.21062151453182149,0.586041622321426
2013-04-09,16.866666666666667,-0.21583125637069517,0.5887842383551812
2013-04-10,17.666666666666668,-0.2293808604554518,0.5965620161329589
2013-04-11,17.433333333333334,-0.22035103621609733,0.5907277537769574
2013-04-12,18.066666666666666,-0.20614516275651978,0.5837833093325132
2013-04-13,19.0,-0.2029688598105447,0.5819651275143313
2013-04-14,19.3,-0.18232499239372937,0.5698439153931191
2013-04-15,19.7,-0.18972451929444467,0.5892883598375637
2013-04-16,19.833333333333332,-0.2557722294747273,0.622621693170897
2013-04-17,20.233333333333334,-0.2550739382127364,0.6220156325648364
2013-04-18,19.5,-0.25330877183910233,0.620859272584947
2013-04-19,19.3,-0.2786841953698399,0.6325259392516137
2013-04-20,19.066666666666666,-0.2773809759057498,0.6347481614738357
2013-04-21,18.233333333333334,-0.2414727979522497,0.6167994435251178
2013-04-22,17.6,-0.28316181238706417,0.6384661101917845
2013-04-23,17.366666666666667,-0.28871203249907007,0.6426327768584511
2013-04-24,17.266666666666666,-0.2775289862262473,0.6369184911441654
2013-04-25,16.566666666666666,-0.25448567936299304,0.623573896549571
2013-04-26,16.233333333333334,-0.274771597066915,0.6338303068059812
2013-04-27,15.833333333333334,-0.26983411036158905,0.6290684020440764
2013-04-28,15.633333333333333,-0.24082232239072832,0.6147826877583621
2013-04-29,15.933333333333334,-0.2236676075944501,0.6064493544250288
2013-04-30,15.733333333333333,-0.22658852874131974,0.6092271322028064
2013-05-01,13.733333333333333,-0.2599258157212411,0.6269690676866774
2013-05-02,13.633333333333333,-0.2717884837851467,0.6158579565755663
2013-05-03,13.333333333333334,-0.28617622209246374,0.622524623242233
2013-05-04,13.266666666666667,-0.31408464811896697,0.6391912899088996
2013-05-05,13.2,-0.3161919713757169,0.6391912899088996
2013-05-06,13.2,-0.31348046667791724,0.6391912899088997
2013-05-07,11.8,-0.3066762301920727,0.61935002006763
2013-05-08,11.466666666666667,-0.31308094616719834,0.6060166867342965
2013-05-09,8.9,-0.34074107081868876,0.619940737367208
2013-05-10,8.233333333333333,-0.33190390233707384,0.6154962929227635
2013-05-11,7.0,-0.328822506726289,0.6133595407860113
2013-05-12,6.333333333333333,-0.3287754928176643,0.6119706518971224
2013-05-13,5.233333333333333,-0.32459509287960114,0.5937888337153043
2013-05-14,4.866666666666666,-0.3175019140149198,0.5725767125031831
2013-05-15,4.533333333333333,-0.30929005229854334,0.5697989347254052
2013-05-16,4.433333333333334,-0.24411198183281968,0.5364656013920719
2013-05-17,4.166666666666667,-0.2470638906539711,0.537547852474323
2013-05-18,3.7666666666666666,-0.25205102348374947,0.5399007936507937
2013-05-19,3.6333333333333333,-0.23392864300854624,0.5149007936507937
2013-05-20,3.6,-0.1956739395927815,0.4926785714285714
2013-05-21,3.6333333333333333,-0.26157073180590357,0.5260119047619047
2013-05-22,3.6333333333333333,-0.261492057648443,0.5260119047619047
2013-05-23,3.8,-0.2306440790565241,0.509345238095238
2013-05-24,3.7333333333333334,-0.2542080694224153,0.5217261904761905
2013-05-25,3.3666666666666667,-0.2874714192038491,0.5404761904761906
2013-05-26,4.8,-0.26676961116415615,0.5303312629399586
2013-05-27,5.766666666666667,-0.2858440586652465,0.5426968543378081
2013-05-28,5.733333333333333,-0.3188819556162861,0.5426968543378081
2013-05-29,5.433333333333334,-0.2934933366437197,0.5288079654489192
2013-05-30,5.233333333333333,-0.28113346285880675,0.5065857432266969
2013-05-31,5.166666666666667,-0.24791939345261524,0.4732524098933636
2013-06-01,5.533333333333333,-0.2734331540626755,0.5035554401963939
2013-06-02,5.766666666666667,-0.22487110742553776,0.4785554401963939
2013-06-03,5.8,-0.22617580342913376,0.4785554401963939
2013-06-04,5.933333333333334,-0.22126348023085657,0.4755251371660909
2013-06-05,6.166666666666667,-0.2430607478267835,0.48774735938831315
2013-06-06,6.4,-0.2749423027482516,0.5210806927216465
2013-06-07,6.433333333333334,-0.30815963352192305,0.5544140260549798
2013-06-08,6.366666666666666,-0.275148200039753,0.5210806927216465
2013-06-09,6.033333333333333,-0.26896705433198675,0.5010806927216465
2013-06-10,6.033333333333333,-0.2986604700929807,0.5177473593883131
2013-06-11,5.966666666666667,-0.3076935629493879,0.5260806927216464
2013-06-12,6.133333333333334,-0.31586124782233305,0.5460806927216465
2013-06-13,6.2,-0.3166149267004814,0.5627473593883131
2013-06-14,6.3,-0.32577219629753496,0.5660806927216464
2013-06-15,6.233333333333333,-0.3578526479449755,0.5660806927216464
2013-06-16,5.766666666666667,-0.3430906211638479,0.5422711689121226
2013-06-17,5.633333333333334,-0.36959637118419303,0.555604502245456
2013-06-18,5.633333333333334,-0.36959637118419303,0.555604502245456
2013-06-19,5.566666666666666,-0.40291794650793367,0.555604502245456
2013-06-20,5.5,-0.37027410083055784,0.5222711689121227
2013-06-21,5.466666666666667,-0.3370363574528723,0.4889378355787893
2013-06-22,5.4,-0.3578036120835969,0.49727116891212264
2013-06-23,5.266666666666667,-0.30487723184665333,0.4706045022454559
2013-06-24,5.1,-0.2724347733759909,0.4372711689121226
2013-06-25,3.566666666666667,-0.2598241136816648,0.4140827631150212
2013-06-26,2.8,-0.24488603456453845,0.40588383838383835
2013-06-27,2.8,-0.24488603456453845,0.40588383838383835
2013-06-28,2.7,-0.2547240374846892,0.3947727272727272
2013-06-29,2.7,-0.2547240374846892,0.3947727272727272
2013-06-30,2.7,-0.2547240374846892,0.3947727272727272
2013-07-01,2.3666666666666667,-0.2621750071373853,0.39780303030303027
2013-07-02,2.1,-0.277458838843035,0.38946969696969697
2013-07-03,2.0,-0.2450190168844931,0.35613636363636364
2013-07-04,1.8666666666666667,-0.2492867198231674,0.35916666666666663
2013-07-05,1.7333333333333334,-0.2480395297185769,0.35805555555555557
2013-07-06,1.5,-0.2161579747971088,0.32472222222222225
2013-07-07,1.5333333333333334,-0.2161269525663247,0.32472222222222225
2013-07-08,1.6,-0.21736139456194542,0.3413888888888889
2013-07-09,1.6666666666666667,-0.2502508670067976,0.37472222222222223
2013-07-10,1.6,-0.21723499595882398,0.3413888888888889
2013-07-11,1.6,-0.18928778270643853,0.32472222222222225
2013-07-12,1.4666666666666666,-0.1511665366069665,0.3047222222222222
2013-07-13,1.4,-0.1504128577288181,0.28805555555555556
2013-07-14,1.2666666666666666,-0.1750978348628869,0.30138888888888893
2013-07-15,1.2666666666666666,-0.1750978348628869,0.30138888888888893
2013-07-16,1.3,-0.20767366468669876,0.33472222222222225
2013-07-17,1.2666666666666666,-0.17442802568040197,0.30138888888888893
2013-07-18,1.2666666666666666,-0.17442802568040197,0.30138888888888893
2013-07-19,1.3,-0.20774076759578688,0.33472222222222225
2013-07-20,1.3,-0.20774076759578688,0.33472222222222225
2013-07-21,1.3,-0.20774076759578688,0.33472222222222225
2013-07-22,1.1666666666666667,-0.18891937215886417,0.3097222222222223
2013-07-23,1.1666666666666667,-0.25514514326812726,0.3430555555555556
2013-07-24,1.1666666666666667,-0.25514514326812726,0.3430555555555556
2013-07-25,1.2,-0.22333754976353948,0.3430555555555556
2013-07-26,0.9333333333333333,-0.21508412564557697,0.32222222222222224
2013-07-27,1.1,-0.22456177716217343,0.34222222222222226
2013-07-28,1.1,-0.22456177716217343,0.34222222222222226
2013-07-29,1.1,-0.22456177716217343,0.34222222222222226
2013-07-30,1.1,-0.22456177716217343,0.34222222222222226
2013-07-31,1.2333333333333334,-0.18521699790916746,0.32222222222222224
2013-08-01,1.3666666666666667,-0.20457241420708006,0.34722222222222227
2013-08-02,1.3666666666666667,-0.20457241420708006,0.34722222222222227
2013-08-03,1.1333333333333333,-0.1721249373091592,0.31388888888888894
2013-08-04,1.0,-0.16112973868846894,0.30833333333333335
2013-08-05,1.0333333333333334,-0.19372192203998567,0.3416666666666667
2013-08-06,1.0,-0.12878232379754384,0.30833333333333335
2013-08-07,1.0,-0.12337351421515147,0.30833333333333335
2013-08-08,0.9666666666666667,-0.12380186597506206,0.30833333333333335
2013-08-09,0.9666666666666667,-0.12380186597506206,0.30833333333333335
2013-08-10,0.9333333333333333,-0.09232578754425048,0.2916666666666667
2013-08-11,0.9,-0.12227934877077738,0.2916666666666667
2013-08-12,0.9,-0.12227934877077738,0.2916666666666667
2013-08-13,0.9,-0.12221197168032329,0.2916666666666667
2013-08-14,1.0,-0.11163229558202956,0.3027777777777778
2013-08-15,1.2666666666666666,-0.10395366960101657,0.29907407407407405
2013-08-16,1.2666666666666666,-0.10395366960101657,0.29907407407407405
2013-08-17,1.3,-0.1372170787387424,0.3324074074074074
2013-08-18,1.2666666666666666,-0.10390433682335747,0.29907407407407405
2013-08-19,1.3666666666666667,-0.13627647307184007,0.3324074074074074
2013-08-20,1.6666666666666667,-0.1542015688507645,0.35833333333333334
2013-08-21,1.7,-0.1292642053851375,0.35833333333333334
2013-08-22,1.8,-0.11386657077957082,0.35
2013-08-23,1.8666666666666667,-0.14643191415954518,0.38333333333333336
2013-08-24,1.9333333333333333,-0.21100284111720544,0.4166666666666667
2013-08-25,1.9333333333333333,-0.21100284111720544,0.4166666666666667
2013-08-26,1.8,-0.1691096505743486,0.39666666666666667
2013-08-27,1.8,-0.1691096505743486,0.39666666666666667
2013-08-28,1.8,-0.1691096505743486,0.39666666666666667
2013-08-29,1.8,-0.1691096505743486,0.39666666666666667
2013-08-30,1.8,-0.1955109609387539,0.41000000000000003
2013-08-31,1.7,-0.20876108936689516,0.41833333333333333
2013-09-01,1.8333333333333333,-0.2273226130229455,0.44333333333333336
2013-09-02,1.8666666666666667,-0.26058923485102475,0.4766666666666667
2013-09-03,1.8666666666666667,-0.28807148617726785,0.49333333333333335
2013-09-04,1.8666666666666667,-0.2887104022723657,0.49333333333333335
2013-09-05,1.8333333333333333,-0.32046369197192015,0.49333333333333335
2013-09-06,1.7666666666666666,-0.3246380595586918,0.4766666666666667
2013-09-07,1.7333333333333334,-0.29132023535392904,0.44333333333333336
2013-09-08,1.7333333333333334,-0.29132023535392904,0.44333333333333336
2013-09-09,1.7,-0.3232294110677861,0.44333333333333336
2013-09-10,1.7,-0.3232294110677861,0.44333333333333336
2013-09-11,1.7,-0.3232294110677861,0.44333333333333336
2013-09-12,1.6666666666666667,-0.2902668762427789,0.41000000000000003
2013-09-13,1.5666666666666667,-0.30084655234107266,0.3988888888888889
2013-09-14,1.2666666666666666,-0.2759493484982738,0.3692592592592593
2013-09-15,1.2666666666666666,-0.2759493484982738,0.3692592592592593
2013-09-16,1.2666666666666666,-0.20938165137061365,0.33592592592592596
2013-09-17,1.2666666666666666,-0.20938165137061365,0.33592592592592596
2013-09-18,1.1666666666666667,-0.17700951512213106,0.30259259259259264
2013-09-19,0.8666666666666667,-0.15908441934320663,0.27666666666666667
2013-09-20,0.8333333333333334,-0.18402178280883366,0.27666666666666667
2013-09-21,0.7,-0.16610441250933541,0.25166666666666665
2013-09-22,0.7666666666666667,-0.11692990753385755,0.22666666666666666
2013-09-23,0.6666666666666666,-0.08416657408078511,0.19333333333333333
2013-09-24,0.6666666666666666,-0.08416657408078511,0.19333333333333333
2013-09-25,0.6333333333333333,-0.11658211310704548,0.19333333333333333
2013-09-26,0.7,-0.08594079772631327,0.19333333333333333
2013-09-27,0.7,-0.08594079772631327,0.19333333333333333
2013-09-28,0.7333333333333333,-0.05320768117904663,0.19333333333333333
2013-09-29,0.5666666666666667,-0.03318641980489095,0.16666666666666666
2013-09-30,0.5333333333333333,-0.0005808750788370769,0.13333333333333333
2013-10-01,0.43333333333333335,0.04291801204284032,0.10833333333333334
2013-10-02,0.43333333333333335,0.04357283661762874,0.10833333333333334
2013-10-03,0.5666666666666667,0.059052067498366036,0.09722222222222224
2013-10-04,0.5333333333333333,0.09228316694498062,0.0638888888888889
2013-10-05,0.8333333333333334,0.08182583997646968,0.08611111111111111
2013-10-06,1.1333333333333333,0.05596738496312389,0.11574074074074074
2013-10-07,1.1333333333333333,0.05596738496312389,0.11574074074074074
2013-10-08,1.1333333333333333,0.05596738496312389,0.11574074074074074
2013-10-09,1.1333333333333333,0.05596738496312389,0.11574074074074074
2013-10-10,1.1333333333333333,0.05596738496312389,0.11574074074074074
2013-10-11,1.1333333333333333,0.05596738496312389,0.11574074074074074
2013-10-12,1.1333333333333333,0.05596738496312389,0.11574074074074074
2013-10-13,1.1333333333333333,0.05596738496312389,0.11574074074074074
2013-10-14,1.1333333333333333,0.05596738496312389,0.11574074074074074
2013-10-15,1.4,0.07066531070956478,0.12407407407407407
2013-10-16,1.3666666666666667,0.03736102271963049,0.12407407407407407
2013-10-17,1.3666666666666667,0.03736102271963049,0.12407407407407407
2013-10-18,1.8,0.028240951479669988,0.1445868945868946
2013-10-19,1.9666666666666666,0.03132930336514769,0.15792022792022792
2013-10-20,2.3333333333333335,0.004496590946042393,0.18822325822325822
2013-10-21,3.6333333333333333,0.003022175912750845,0.20446257446257446
2013-10-22,3.7333333333333334,-0.03700125150838755,0.22470066970066968
2013-10-23,4.3,-0.04743387305287021,0.2462692971516501
2013-10-24,4.733333333333333,-0.07054104151337381,0.2744744253567783
2013-10-25,4.733333333333333,-0.07054104151337381,0.2744744253567783
2013-10-26,4.933333333333334,-0.11697189675777193,0.2994744253567783
2013-10-27,5.3,-0.12667641164416563,0.3206865465688995
2013-10-28,5.433333333333334,-0.1780798737362473,0.34735321323556617
2013-10-29,5.933333333333334,-0.19902977613827744,0.37401987990223284
2013-10-30,6.7,-0.20667753296014477,0.3943097349746966
2013-10-31,6.966666666666667,-0.23592047149632958,0.4128282534932151
2013-11-01,7.0,-0.20316863511696048,0.39616158682654845
2013-11-02,7.533333333333333,-0.2016603966568821,0.39666663733159896
2013-11-03,7.7,-0.2347226850206567,0.4299999706649323
2013-11-04,7.933333333333334,-0.2493134758884622,0.4369444151093767
2013-11-05,7.8,-0.21780830571093185,0.42064811881308045
2013-11-06,7.866666666666666,-0.21921234576938572,0.4373147854797471
2013-11-07,8.033333333333333,-0.24165626654066663,0.46398145214641384
2013-11-08,8.466666666666667,-0.2601513533695342,0.48962247778743945
2013-11-09,8.6,-0.26016306518552723,0.5062891444541061
2013-11-10,8.866666666666667,-0.2685436242723268,0.5271224777874395
2013-11-11,9.0,-0.2848874443673891,0.5521224777874394
2013-11-12,9.1,-0.31781657674946406,0.5854558111207727
2013-11-13,9.766666666666667,-0.3247259497546953,0.6054558111207728
2013-11-14,9.5,-0.33942387550113623,0.5971224777874394
2013-11-15,9.733333333333333,-0.3642213945491912,0.6256939063588681
2013-11-16,9.8,-0.39687662173348687,0.6590272396922014
2013-11-17,9.366666666666667,-0.3877565504935264,0.6385144191793809
2013-11-18,9.433333333333334,-0.40480502572496946,0.6489906096555713
2013-11-19,9.466666666666667,-0.38380321582932886,0.6381320237969855
2013-11-20,8.466666666666667,-0.39352724882707424,0.6441149297798915
2013-11-21,8.533333333333333,-0.4029062137028152,0.6488768345417962
2013-11-22,8.3,-0.41868612130103017,0.6573082070908158
2013-11-23,8.066666666666666,-0.41596676926966475,0.6568808566634653
2013-11-24,9.3,-0.428296685751164,0.6794033791859879
2013-11-25,9.5,-0.4311925301950869,0.6805938553764641
2013-11-26,9.233333333333333,-0.4544360887223302,0.6927150674976762
2013-11-27,9.566666666666666,-0.46223970749780385,0.6971595119421207
2013-11-28,9.933333333333334,-0.4515102486868672,0.6922877170703258
2013-11-29,9.666666666666666,-0.460014624217193,0.6964423064423065
2013-11-30,10.0,-0.4720101139934437,0.7024851914325598
2013-12-01,10.433333333333334,-0.476310725145033,0.7035963025436709
2013-12-02,10.3,-0.4892834864392888,0.7104986594460279
2013-12-03,10.233333333333333,-0.4887218313417512,0.7104986594460279
2013-12-04,9.7,-0.4636737135054348,0.6813319927793612
2013-12-05,9.566666666666666,-0.5025823536516902,0.7013319927793611
2013-12-06,9.833333333333334,-0.49337264488157406,0.6979986594460279
2013-12-07,9.8,-0.5037416612110215,0.7046653261126946
2013-12-08,9.433333333333334,-0.5180794393024521,0.7123576338050023
2013-12-09,9.833333333333334,-0.5347948621960161,0.7206909671383356
2013-12-10,9.9,-0.5171063734344321,0.7098576338050022
2013-12-11,9.933333333333334,-0.5106780295820711,0.7048576338050022
2013-12-12,10.066666666666666,-0.4898692862868557,0.6953338242811927
2013-12-13,10.133333333333333,-0.48754955699482416,0.6935156424630108
2013-12-14,10.666666666666666,-0.5084315107061352,0.7205989757963441
2013-12-15,11.133333333333333,-0.492619056936633,0.7126624678598362
2013-12-16,11.833333333333334,-0.47563259856598195,0.7039668156859232
2013-12-17,13.0,-0.4935405065855474,0.7296811014002089
2013-12-18,14.166666666666666,-0.4967790377757989,0.7312684029875105
2013-12-19,15.2,-0.5113458519205594,0.7389557414888024
2013-12-20,16.1,-0.5080736491992108,0.7371038896369507
2013-12-21,17.533333333333335,-0.4887656571416279,0.7274885050215661
2013-12-22,17.466666666666665,-0.48179022709014224,0.722488505021566
2013-12-23,18.133333333333333,-0.46138845377493265,0.711377393910455
2013-12-24,17.733333333333334,-0.47177803465620605,0.7168548713879324
2013-12-25,18.433333333333334,-0.4735069547412956,0.7173310618641229
2013-12-26,19.133333333333333,-0.4507286480054091,0.7034421729752339
2013-12-27,19.433333333333334,-0.43094076194546266,0.6917755063085674
2013-12-28,19.333333333333332,-0.4371670568393462,0.6946183156731158
2013-12-29,19.066666666666666,-0.42707255163146696,0.6892214902762904
2013-12-30,18.866666666666667,-0.42982642063218374,0.6903011124085442
2013-12-31,18.966666666666665,-0.437459546701182,0.6947455568529886
2014-01-01,18.9,-0.422773409208172,0.6859492605566923
2014-01-02,18.966666666666665,-0.42323963687205995,0.6859492605566923
2014-01-03,19.7,-0.4333854333913972,0.7071613817688135
2014-01-04,20.366666666666667,-0.42462942800583187,0.7023994770069087
2014-01-05,20.6,-0.44495240672443986,0.7125955554382812
2014-01-06,20.7,-0.4359109520459498,0.7078336506763765
2014-01-07,23.0,-0.4205780165403201,0.7003219135871747
2014-01-08,23.3,-0.42668643571526943,0.7033219135871747
2014-01-09,23.3,-0.46799939033976334,0.7266552469205081
2014-01-10,24.633333333333333,-0.48883725623104335,0.7392478395131007
2014-01-11,25.266666666666666,-0.5044780248799838,0.7462075464728076
2014-01-12,24.933333333333334,-0.5119750406710918,0.7502479505132116
2014-01-13,24.566666666666666,-0.49754542287375686,0.7431646171798784
2014-01-14,24.133333333333333,-0.5075227793601341,0.7475296965449576
2014-01-15,23.633333333333333,-0.5247795693817575,0.7562253487188707
2014-01-16,23.1,-0.513715742111503,0.74980930861862
2014-01-17,22.2,-0.5208948434291509,0.7533013721106836
2014-01-18,20.833333333333332,-0.5337061218250255,0.7595029224982804
2014-01-19,19.8,-0.5463989394953531,0.7657992187945768
2014-01-20,18.633333333333333,-0.555314337851775,0.7695322504687849
2014-01-21,19.233333333333334,-0.5481697477857456,0.7676091735457079
2014-01-22,18.633333333333333,-0.5725006910736927,0.7801091735457079
2014-01-23,18.1,-0.5680517034837507,0.7780350994716339
2014-01-24,17.066666666666666,-0.5795708815790687,0.7847017661383006
2014-01-25,16.733333333333334,-0.5928770874288676,0.7938287502652847
2014-01-26,16.033333333333335,-0.5753931893421872,0.7854954169319514
2014-01-27,15.9,-0.5575921420386943,0.7766472094567417
2014-01-28,17.133333333333333,-0.567909695702361,0.7825995904091224
2014-01-29,17.9,-0.5611421709617262,0.780106712916245
2014-01-30,17.966666666666665,-0.5662030627467297,0.7828844906940229
2014-01-31,17.666666666666668,-0.5521807837481504,0.7763368716464037
2014-02-01,17.6,-0.5288620101076237,0.7652257605352927
2014-02-02,16.933333333333334,-0.5513785138570955,0.7773469726565048
2014-02-03,16.3,-0.5278488557571338,0.7654422107517429
2014-02-04,15.866666666666667,-0.5320990858275565,0.7669127989870369
2014-02-05,15.833333333333334,-0.5193763962046319,0.7605635926378306
2014-02-06,13.933333333333334,-0.5157176712061476,0.758551520203223
2014-02-07,13.2,-0.5038777344993928,0.7527737424254453
2014-02-08,13.266666666666667,-0.4768243806466969,0.7388848535365562
2014-02-09,11.966666666666667,-0.4678491620901515,0.7340700387217416
2014-02-10,11.266666666666667,-0.4573599931435919,0.7299674746191775
2014-02-11,11.4,-0.4778377776100042,0.7410785857302886
2014-02-12,11.533333333333333,-0.5044641380264165,0.7544119190636219
2014-02-13,11.633333333333333,-0.5016667401229958,0.7536543433060461
2014-02-14,11.666666666666666,-0.4999569779349763,0.7536543433060461
2014-02-15,11.133333333333333,-0.5263608091157496,0.7676894310253444
2014-02-16,10.833333333333334,-0.524119281876268,0.7665783199142332
2014-02-17,10.9,-0.5075682949107706,0.7582449865808999
2014-02-18,10.733333333333333,-0.48694923193075457,0.7315783199142332
2014-02-19,10.266666666666667,-0.47484388203631195,0.7263495617442985
2014-02-20,9.4,-0.46275137301112945,0.7032726386673755
2014-02-21,9.233333333333333,-0.4716555963207523,0.7074393053340422
2014-02-22,9.0,-0.453807567250322,0.698180046074783
2014-02-23,8.9,-0.45423247088153235,0.698180046074783
2014-02-24,8.466666666666667,-0.4637735436134587,0.7029419508366878
2014-02-25,8.733333333333333,-0.48940614167641705,0.7160732639680009
2014-02-26,8.366666666666667,-0.5236383025175809,0.7336171236171237
2014-02-27,6.966666666666667,-0.5405664848341298,0.741950456950457
2014-02-28,5.866666666666666,-0.5394006388439488,0.741024531024531
2014-03-01,6.166666666666667,-0.5398066941402384,0.7413118873463701
2014-03-02,6.266666666666667,-0.5636238778278118,0.7536928397273226
2014-03-03,6.433333333333334,-0.5467073520499685,0.7439706175051003
2014-03-04,6.833333333333333,-0.5164741346289363,0.7273039508384336
2014-03-05,7.7,-0.544680446362886,0.7415896651241478
2014-03-06,8.433333333333334,-0.5576019161170195,0.74864094717543
2014-03-07,8.8,-0.564842491026211,0.751908921031639
2014-03-08,9.166666666666666,-0.5742256934881804,0.7560993972221153
2014-03-09,9.466666666666667,-0.5900397541232173,0.7644327305554486
2014-03-10,9.666666666666666,-0.614419260168135,0.7764697675924858
2014-03-11,10.433333333333334,-0.6169463355917263,0.7774276219986158
2014-03-12,10.866666666666667,-0.6254775468751981,0.7803905849615789
2014-03-13,10.966666666666667,-0.6124596194316876,0.7733730411019298
2014-03-14,10.933333333333334,-0.6114005484570992,0.7733730411019298
2014-03-15,10.8,-0.6202885392373061,0.777702045430934
2014-03-16,10.533333333333333,-0.62239272249614,0.777702045430934
2014-03-17,10.833333333333334,-0.6064697620227084,0.7693687120976007
2014-03-18,11.133333333333333,-0.603276489008216,0.7682576009864897
2014-03-19,11.666666666666666,-0.6078438301173328,0.7699242676531562
2014-03-20,12.5,-0.6305847362764159,0.7979242676531563
2014-03-21,13.033333333333333,-0.62920203309482,0.7967546770098813
2014-03-22,13.433333333333334,-0.6197765966378218,0.8078657881209925
2014-03-23,14.133333333333333,-0.6114490501704382,0.8036991214543259
2014-03-24,14.1,-0.6432541472338206,0.8203657881209926
2014-03-25,14.666666666666666,-0.6159166572668276,0.8055509733061776
2014-03-26,15.0,-0.6041169878204603,0.7994903672455717
2014-03-27,14.933333333333334,-0.5966091895741987,0.7937664615216659
2014-03-28,16.1,-0.5836704695747782,0.7867897173356194
2014-03-29,16.566666666666666,-0.5738381700740743,0.7826230506689528
2014-03-30,17.733333333333334,-0.5776657286626377,0.7840850389730464
2014-03-31,17.5,-0.587408729293437,0.7891007129542376
2014-04-01,18.133333333333333,-0.5663575844331804,0.777376575023203
2014-04-02,19.633333333333333,-0.5899219462609211,0.7894048769099956
2014-04-03,19.466666666666665,-0.6070370005996185,0.7986641361692547
2014-04-04,19.733333333333334,-0.5949388256277405,0.7927117552168739
2014-04-05,18.9,-0.5985606861257775,0.793993806498925
2014-04-06,18.4,-0.5804576971744311,0.7851702770871605
2014-04-07,18.0,-0.551544605576018,0.7699907899076733
2014-04-08,17.866666666666667,-0.5104278055823707,0.7477685676854511
2014-04-09,17.8,-0.5057278507779236,0.7454537528706363
2014-04-10,17.033333333333335,-0.47712783744192105,0.7278292317978393
2014-04-11,16.7,-0.44722888259678395,0.7106996021682097
2014-04-12,16.3,-0.4411802752635218,0.7081933365040493
2014-04-13,16.533333333333335,-0.43756945384754115,0.705971114281827
2014-04-14,16.566666666666666,-0.43737649445376736,0.7065663523770651
2014-04-15,17.433333333333334,-0.4191414890338361,0.6966898091671886
2014-04-16,18.6,-0.41754721644327897,0.6958032843444936
2014-04-17,18.766666666666666,-0.4202329370989321,0.6974699510111603
2014-04-18,22.066666666666666,-0.4233764263437044,0.6999349370055581
2014-04-19,23.3,-0.42546375430726685,0.7009671950700741
2014-04-20,23.6,-0.43615143908480275,0.706105039681603
2014-04-21,24.4,-0.47159046395043,0.7246235582001215
2014-04-22,23.866666666666667,-0.4637518780604283,0.7204568915334548
2014-04-23,24.1,-0.4376420331175407,0.7079568915334548
2014-04-24,24.266666666666666,-0.4575691710445054,0.7184238802613131
2014-04-25,24.266666666666666,-0.4403611468172475,0.709332971170404
2014-04-26,24.333333333333332,-0.43922782761354645,0.7089962708337036
2014-04-27,23.433333333333334,-0.4406530919041453,0.7097230150197501
2014-04-28,23.133333333333333,-0.4413548196932181,0.7091277769245121
2014-04-29,22.133333333333333,-0.41469754668719716,0.6937768997315297
